342 838
1 -2.995000e-02 2.449000e-02 -6.061818e-19
2 2.809535e-02 2.449000e-02 5.838147e-18
3 2.660701e-02 2.449000e-02 5.672908e-18
4 2.511867e-02 2.449000e-02 5.507668e-18
5 2.363032e-02 2.449000e-02 5.342429e-18
6 2.214198e-02 2.449000e-02 5.177190e-18
7 2.065364e-02 2.449000e-02 5.011951e-18
8 1.916530e-02 2.449000e-02 4.846712e-18
9 1.767695e-02 2.449000e-02 4.681472e-18
10 1.618861e-02 2.449000e-02 4.516233e-18
11 1.470027e-02 2.449000e-02 4.350994e-18
12 1.321193e-02 2.449000e-02 4.185755e-18
13 1.172359e-02 2.449000e-02 4.020516e-18
14 1.023524e-02 2.449000e-02 3.855276e-18
15 8.746900e-03 2.449000e-02 3.690037e-18
16 7.258558e-03 2.449000e-02 3.524798e-18
17 5.770216e-03 2.449000e-02 3.359559e-18
18 4.281873e-03 2.449000e-02 3.194320e-18
19 2.793531e-03 2.449000e-02 3.029080e-18
20 1.305189e-03 2.449000e-02 2.863841e-18
21 -1.831535e-04 2.449000e-02 2.698602e-18
22 -1.671496e-03 2.449000e-02 2.533363e-18
23 -3.159838e-03 2.449000e-02 2.368124e-18
24 -4.648181e-03 2.449000e-02 2.202884e-18
25 -6.136523e-03 2.449000e-02 2.037645e-18
26 -7.624865e-03 2.449000e-02 1.872406e-18
27 -9.113207e-03 2.449000e-02 1.707167e-18
28 -1.060155e-02 2.449000e-02 1.541928e-18
29 -1.208989e-02 2.449000e-02 1.376689e-18
30 -1.357823e-02 2.449000e-02 1.211449e-18
31 -1.506658e-02 2.449000e-02 1.046210e-18
32 -1.655492e-02 2.449000e-02 8.809710e-19
33 -1.804326e-02 2.449000e-02 7.157318e-19
34 -1.953160e-02 2.449000e-02 5.504926e-19
35 -2.101995e-02 2.449000e-02 3.852534e-19
36 -2.250829e-02 2.449000e-02 2.200142e-19
37 -2.399663e-02 2.449000e-02 5.477499e-20
38 -2.548497e-02 2.449000e-02 -1.104642e-19
39 -2.697332e-02 2.449000e-02 -2.757034e-19
40 -2.846166e-02 2.449000e-02 -4.409426e-19
41 -2.995000e-02 2.474000e-02 -5.784262e-19
42 2.809535e-02 2.474000e-02 5.865903e-18
43 2.660701e-02 2.474000e-02 5.700663e-18
44 2.511867e-02 2.474000e-02 5.535424e-18
45 2.363033e-02 2.474000e-02 5.370185e-18
46 2.214198e-02 2.474000e-02 5.204946e-18
47 2.065364e-02 2.474000e-02 5.039707e-18
48 1.916530e-02 2.474000e-02 4.874467e-18
49 1.767696e-02 2.474000e-02 4.709228e-18
50 1.618861e-02 2.474000e-02 4.543989e-18
